"Index","AMZN","ABT","AES","ABMD","IBM","AMD","ADBE","ARE","APD","BXP","ALL","HON","AMGN","HES","AXP","AEP","AFL","AIG","ADI","ALXN","VLO","CMCSA","ANSS","AAPL","AMAT","ADM","AEE","ADSK","ADP","AZO","BLL","BRK.B","BAX","BDX","AME","VZ","WRB","BBY","BIO","YUM","FE","BA","BSX","CHRW","TTWO","MTD","BMY","OKE","AVB","URI","SRE","FDX","VRSN","APH","BF.B","CSX","CPB","STZ","CAH","CAT","CTXS","LUMN","CERN","JPM","CHD","CINF","CTAS","CSCO","CLX","KO","CPRT","CL","MAR","CAG","ED","CMS","COO","GLW","CMI","DHI","DHR","MCO","CTSH","TGT","DE","MS","RSG","DIS","DLTR","DOV","OMC","DTE","DRE","DRI","EBAY","BAC","C","CDNS","ECL","EA","CRM","EMR","ATO","ETR","EOG","EFX","EQR","EL","EXPD","XOM","FMC","NEE","FAST","FITB","MTB","FISV","FCX","AJG","GD","GIS","GPC","GILD","IT","MCK","NVDA","GE","GWW","GS","HAS","HSY","HOLX","HD","HRL","CNP","HUM","JBHT","IEX","ITW","INTU","IDXX","INTC","IFF","IP","J","JKHY","INCY","JNJ","HIG","KLAC","K","KEY","KMB","BLK","KR","LRCX","TDY","AKAM","LEN","LLY","UPS","A","LMT","LOW","D","MGM","MKC","MCD","EW","MMC","MAS","MLM","MET","MXIM","ATVI","CVS","LH","MSFT","MU","MAA","MCHP","MMM","KSU","ILMN","XEL","F","NEM","NVR","NKE","NSC","NTRS","NOC","WFC","NUE","COF","ODFL","ORCL","PCAR","EXC","PH","PAYX","ALGN","PPL","PEP","PFE","COP","PXD","MO","PNC","PPG","COST","TROW","DGX","PG","PGR","PEG","PHM","GPN","QCOM","O","REGN","RMD","USB","ROST","ROL","ROP","ROK","RCL","TRV","FIS","MRK","SLB","SCHW","POOL","ZBH","ABC","PFG","SHW","CNC","SIVB","SPG","PRU","AAP","EIX","SO","LUV","T","CVX","STT","SBUX","PSA","SYK","NFLX","SNPS","SYY","ISRG","TFX","TER","TXN","TMO","TIF","TSCO","TYL","TSN","UNP","UNH","VAR","VTR","VFC","VRTX","VMC","WMT","WM","WAT","WST","SJM","WDC","WAB","WY","WHR","SWKS","NDAQ","CME","WMB","LNT","KMX","XLNX","TJX","ZBRA","RF","DPZ","EXR","LVS","DLR","MKTX","CE","DXCM","AMP","LYV","CMG","TDG","MA","BR","DAL","DFS","BK","ULTA","MSCI","PM","V","AWK","CB","MPC","FBHS","KMI","XYL","SWK","LYB","GRMN","PLD","ACN","HCA","VRSK","FLT","FRC","STX","DG","FTNT","TEL","ORLY","GM","CBRE","EXPE","APTV","PSX","AMT","FB","DUK","NOW","MDLZ","ETN","ABBV","TMUS","ZTS","CDW","INFO","WLTW","IQV","BKNG","LDOS","AVGO","TWTR","EVRG","ICE","STE","CI","DOW","AMCR","PEAK","NLOK","DD","CARR","OTIS","CTVA","LHX","TT","TFC","VIAC","IR","PAYC","AON","RTX","ANET","CTLT","SYF","CFG","KEYS","QRVO","ANTM","CCI","MDT","WBA","EQIX","ES","ETSY","JCI","KHC","FTV","SPGI","HLT","GOOGL","WELL","HPE","PYPL","HPQ","GOOG","WEC","MNST","LIN","SBAC","CHTR"
"2020-07-01",1528,74,14,28,63,276,94,50,10,25,11,16,181,13,31,19,11,24,7,12,19,66,8,1352,30,13,13,31,13,11,4,40,11,6,5,43,1,16,10,54,9,839,52,4,41,2,41,11,7,10,22,651,7,4,5,12,12,200,5,73,14,0,15,233,26,4,12,97,27,105,6,76,26,74,24,11,5,4,25,15,17,53,11,55,14,67,15,302,15,9,6,8,7,45,0,0,0,11,12,52,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,7,0,0,9,0,144,5,180,7,40,17,62,13,24,18,5,3,5,32,13,119,5,13,13,9,16,143,4,9,24,40,12,8,48,23,1,20,10,61,122,64,21,18,24,125,13,79,17,5,17,3,23,5,112,48,6,691,208,4,7,36,9,22,10,141,104,4,96,8,12,10,116,12,17,6,40,10,13,10,4,23,12,44,814,30,20,37,17,20,79,13,17,44,13,12,3,21,71,43,57,10,13,16,10,2,6,105,11,25,132,19,37,4,3,10,28,9,26,10,61,11,5,9,19,125,221,51,4,80,11,20,919,8,13,12,9,16,16,32,15,17,13,14,10,38,5,16,8,27,12,121,18,1,3,16,16,9,4,6,8,19,17,14,2,11,61,13,2,24,35,6,49,20,8,4,37,11,18,118,9,98,8,210,20,7,47,4,18,109,8,10,27,7,16,4,9,11,7,16,18,9,9,13,7,62,19,26,55,21,60,3,22,2,18,17,1482,27,97,16,72,81,54,6,6,14,6,6,32,8,37,315,6,10,3,12,58,6,5,6,26,25,2,6,7,8,3,52,13,8,6,18,4,9,7,5,8,16,17,12,30,44,20,403,163,3,15,4,17,17,329,3,13,178,18,343,6,8,5,19,28
"2020-07-02",1382,51,5,29,57,257,74,49,27,8,21,11,115,10,41,24,12,41,3,30,20,54,3,1081,27,10,9,19,17,18,11,29,10,22,8,115,3,30,6,15,15,624,29,8,35,2,54,11,4,11,28,140,8,4,6,12,23,102,9,49,34,0,5,288,2,3,8,55,33,89,5,58,20,38,20,6,2,13,10,13,11,107,12,43,11,75,12,457,25,3,5,6,3,16,0,0,0,14,11,44,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,9,0,0,7,0,168,13,164,18,6,18,60,12,15,10,7,9,7,13,5,101,6,8,3,9,8,92,6,20,31,24,11,25,26,33,1,171,7,45,30,53,29,49,19,94,29,127,15,6,15,6,15,5,96,38,8,589,137,4,8,39,9,20,9,209,78,3,39,20,13,14,117,11,19,14,61,11,22,8,17,15,16,26,370,17,4,47,16,9,93,8,10,42,12,21,6,11,78,50,62,13,19,16,11,2,10,90,8,10,85,19,25,2,8,14,7,9,24,4,40,18,7,6,15,94,230,32,3,55,7,7,576,11,10,13,3,17,10,13,4,7,2,8,11,34,4,16,8,34,13,98,8,8,9,7,11,8,5,5,11,10,14,9,2,12,37,19,5,14,20,4,25,26,7,7,40,7,10,88,9,78,5,182,24,7,26,5,17,90,3,4,15,8,11,3,7,8,6,16,26,8,6,6,6,62,14,17,43,13,87,5,20,4,12,15,1088,25,74,11,22,68,59,12,6,8,3,7,20,18,20,251,4,17,6,7,60,7,4,5,21,9,1,3,12,5,5,37,12,9,4,22,5,9,7,6,12,19,6,10,27,43,18,317,77,5,13,8,13,18,383,11,8,104,14,325,10,7,10,4,21
"2020-07-03",470,23,4,14,28,111,31,44,4,5,12,8,32,6,14,8,3,19,2,8,9,26,4,452,12,6,8,2,8,8,2,7,3,8,9,23,3,15,2,19,3,151,13,17,10,1,30,6,1,6,6,85,6,6,1,2,10,33,2,22,20,0,9,75,1,2,4,39,14,50,4,25,5,17,9,7,5,7,6,10,10,73,6,34,8,38,11,133,7,1,6,4,2,8,0,0,0,13,11,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,0,60,7,55,11,2,10,45,4,9,19,3,6,4,13,4,72,5,10,3,5,6,59,2,6,25,27,7,21,19,11,1,35,11,27,13,50,18,15,22,43,17,33,5,1,12,7,17,5,31,21,9,287,52,4,6,23,2,12,6,76,49,1,45,4,6,11,42,5,8,3,17,5,10,7,7,13,12,22,88,9,5,20,8,10,42,11,13,20,8,6,14,5,36,34,39,16,4,7,5,2,4,23,9,4,34,11,7,3,8,33,5,3,20,3,21,7,1,4,11,33,103,19,6,30,6,2,185,3,9,3,1,5,8,10,3,9,0,10,12,19,3,11,5,10,7,74,3,4,6,2,8,2,0,4,8,9,6,3,3,6,27,14,2,3,5,3,13,11,2,5,19,3,3,24,2,46,3,45,4,4,13,3,10,53,4,8,14,3,6,1,2,8,2,15,13,3,3,7,1,38,10,6,29,3,48,2,3,2,7,20,389,5,35,3,25,27,12,10,2,4,2,2,7,15,25,141,5,7,1,6,30,3,5,4,8,3,2,2,2,4,3,16,9,5,1,3,7,1,14,5,9,5,6,10,9,20,6,76,25,8,13,4,9,3,102,8,4,53,10,180,4,4,6,1,9
"2020-07-04",295,12,1,7,21,62,26,35,1,6,11,7,13,6,3,4,2,11,1,2,5,15,5,308,12,2,2,1,6,2,0,11,4,3,6,18,1,11,1,12,2,110,7,9,4,0,14,3,0,4,1,40,2,1,0,3,4,20,4,15,8,0,5,55,6,1,2,14,10,51,0,5,11,23,3,1,2,5,4,3,8,41,7,17,5,31,2,96,3,2,8,3,2,1,0,0,0,8,4,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,7,0,0,1,0,51,1,35,2,1,2,18,2,6,14,2,12,3,6,4,29,0,4,3,2,1,31,1,4,8,13,2,7,11,15,1,19,4,11,11,40,15,15,16,28,11,18,5,4,5,4,12,7,13,6,2,191,32,2,3,15,2,5,0,45,42,3,26,3,4,6,26,2,5,8,17,5,3,10,14,4,7,28,52,9,4,14,9,8,28,8,3,26,7,10,6,0,18,26,18,4,3,4,3,1,5,22,10,3,15,8,7,2,3,4,5,1,18,3,24,14,3,2,9,28,69,17,5,42,4,4,127,0,2,11,1,3,5,4,2,1,1,6,2,9,1,3,2,9,4,43,3,1,2,4,7,4,1,0,8,2,0,2,0,5,15,10,4,6,10,5,9,10,3,6,14,4,4,14,5,26,0,31,2,4,2,3,7,34,2,1,3,0,3,2,3,3,3,6,12,3,5,3,3,23,2,3,19,3,18,1,0,3,1,15,263,1,29,6,15,21,14,5,1,4,1,1,6,7,11,108,3,1,3,7,14,0,5,1,2,4,1,0,2,7,3,7,7,6,2,5,8,1,5,3,12,3,6,5,12,19,6,35,32,7,6,2,4,4,85,1,6,27,8,94,1,3,4,0,6
"2020-07-05",387,29,8,11,23,137,19,27,4,4,6,7,23,6,12,5,6,11,5,6,9,19,3,348,13,3,3,9,4,0,4,44,6,6,6,31,1,5,4,16,3,168,5,7,12,0,21,6,0,8,4,50,6,7,1,4,4,21,7,16,11,0,9,89,2,1,2,21,12,44,0,9,5,20,15,6,2,4,3,10,9,40,6,22,10,41,5,101,6,7,3,4,4,12,0,0,0,8,3,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,5,2,0,72,1,64,6,1,3,38,4,7,13,1,3,3,5,4,48,1,6,3,5,4,58,0,7,18,14,7,15,8,15,1,24,4,37,20,48,14,14,157,27,3,24,10,5,6,3,17,6,25,22,4,250,53,2,11,24,1,9,6,70,37,3,33,4,3,6,51,6,8,1,17,3,6,7,27,5,18,23,93,10,9,14,8,14,42,5,11,15,7,10,5,4,34,24,32,10,8,7,5,9,4,20,3,1,24,8,10,2,1,4,2,3,16,3,21,10,0,6,6,17,109,25,2,46,4,5,174,5,7,8,1,4,5,5,2,5,2,5,6,26,3,12,1,20,7,56,10,3,7,4,4,1,4,2,5,5,9,7,2,8,9,13,1,5,6,0,18,10,2,4,34,2,5,33,2,26,6,51,4,3,3,2,10,41,2,3,10,6,8,2,2,5,3,6,4,3,3,2,2,13,14,9,30,6,32,2,4,0,10,15,288,38,29,3,35,27,23,8,0,5,0,5,2,6,15,84,2,4,0,7,25,2,4,2,6,4,2,3,2,4,3,10,8,4,1,7,4,3,8,3,6,3,6,7,27,33,6,108,34,4,9,0,3,7,124,6,6,54,6,100,1,7,2,0,4
"2020-07-06",1892,76,11,31,70,391,78,40,13,8,20,13,52,19,30,10,14,23,3,9,12,37,13,1308,36,25,12,25,13,15,8,91,8,69,9,105,12,17,10,24,32,786,22,7,46,3,37,55,6,12,13,39,6,7,2,13,11,41,9,43,18,0,7,323,3,6,12,54,16,57,5,51,27,24,16,12,19,7,11,6,21,259,5,50,15,69,12,330,31,8,8,22,14,13,0,0,0,9,7,33,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0,5,0,22,14,0,122,7,206,7,11,18,62,7,21,19,11,5,5,24,10,185,9,9,3,6,12,132,3,18,36,24,11,19,21,53,5,48,13,73,15,46,35,42,466,122,14,76,16,9,14,7,25,8,57,40,8,750,125,5,16,51,19,53,17,155,81,6,56,7,10,10,124,14,14,16,46,7,12,3,48,19,17,43,135,18,11,44,11,28,113,25,14,32,17,22,6,20,96,59,130,21,16,15,5,10,6,106,13,11,64,21,17,2,6,12,15,14,15,14,53,23,7,14,19,100,259,37,6,97,11,7,741,17,14,33,5,20,20,66,11,10,3,16,6,23,12,12,8,28,13,126,12,4,7,10,20,4,1,7,23,13,21,25,4,13,125,22,10,9,41,10,36,8,32,9,81,9,8,137,8,78,12,154,24,5,18,15,10,118,9,7,42,17,18,10,12,12,10,5,19,4,10,8,8,31,25,23,34,7,63,4,38,8,17,55,936,89,42,9,15,62,73,7,3,9,8,4,15,14,40,269,6,10,12,9,92,10,5,5,16,14,6,5,15,9,4,35,19,11,3,20,8,7,5,7,15,21,9,53,33,48,12,347,64,3,8,2,13,17,358,8,13,118,28,342,6,17,6,9,11
"2020-07-07",1528,40,6,12,57,352,63,53,49,10,20,29,47,16,42,7,11,24,12,13,36,55,8,1452,32,17,11,19,11,12,8,43,31,24,5,119,3,15,12,17,16,727,36,13,34,3,62,41,3,14,7,55,7,4,3,13,7,11,25,37,11,0,10,249,6,11,5,89,27,64,5,71,16,18,47,6,7,8,10,7,24,142,11,53,12,100,11,336,26,10,11,4,5,12,0,0,0,7,7,39,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,8,0,22,12,0,112,4,174,6,8,3,62,13,10,17,18,2,5,30,4,136,8,10,7,3,26,122,8,19,32,17,11,25,36,27,0,10,27,56,19,46,29,33,156,87,14,57,20,14,15,7,18,6,60,32,24,803,136,3,11,45,5,41,13,125,77,6,57,13,4,14,115,16,22,7,45,12,8,8,111,11,16,53,101,25,9,59,13,17,181,19,18,37,5,16,1,14,66,58,200,13,18,18,58,7,4,101,9,14,57,21,17,5,5,9,5,8,12,12,57,18,7,9,7,87,265,48,19,92,9,5,599,12,14,33,3,7,31,41,10,15,4,24,14,23,6,12,9,71,11,931,17,15,3,11,11,10,8,9,46,11,17,12,3,6,87,26,3,13,30,12,27,8,16,7,69,13,8,105,12,83,18,144,17,14,13,20,63,118,10,22,26,11,36,5,3,7,8,12,28,8,7,5,4,33,28,28,36,6,43,4,30,6,18,32,1356,27,79,12,25,86,100,11,6,6,7,18,14,15,35,343,2,8,5,12,76,4,2,2,18,23,5,2,7,9,9,40,11,11,8,21,7,6,10,5,15,13,9,12,31,33,11,341,81,10,14,20,19,13,375,4,2,117,25,381,14,19,10,9,21
"2020-07-08",1356,45,14,12,73,349,83,40,70,13,97,24,36,14,69,14,13,30,5,20,32,58,2,1522,25,17,12,27,11,3,21,49,24,30,5,121,3,13,3,15,15,737,21,9,44,5,47,33,5,6,13,46,3,5,3,34,11,22,11,70,8,0,11,312,4,5,6,48,30,78,3,71,31,20,21,6,17,8,7,16,12,167,11,47,11,105,10,476,17,8,10,6,33,11,0,0,0,8,21,33,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,22,0,14,0,15,9,0,97,14,150,6,17,8,62,14,15,21,27,4,3,18,4,160,10,23,9,4,19,110,2,14,30,42,14,14,62,40,8,20,48,64,26,43,55,27,94,97,21,54,19,6,9,7,35,12,50,58,5,726,102,3,20,62,4,28,16,109,109,6,55,8,14,28,142,18,15,13,57,8,11,20,45,12,20,48,105,28,27,79,38,17,166,15,14,42,19,10,14,8,56,69,99,17,14,14,11,10,3,87,9,23,95,27,16,12,3,11,10,28,12,10,66,32,28,20,16,112,250,62,23,75,21,10,661,13,16,11,3,8,24,37,13,19,4,22,18,41,18,9,15,41,15,678,18,7,4,7,17,2,2,15,24,18,15,16,3,9,54,20,7,12,18,27,33,11,23,9,54,17,14,82,9,97,6,143,25,33,19,48,34,100,7,22,38,11,22,4,9,12,7,10,19,7,29,7,4,91,17,55,70,6,49,3,33,6,36,10,1107,27,55,15,27,63,99,13,3,3,5,5,25,14,41,1410,4,27,5,24,96,8,5,12,16,15,3,13,9,3,11,52,18,8,8,30,8,5,20,3,16,8,11,11,72,102,8,369,75,8,14,3,42,15,320,11,13,111,31,324,10,12,13,5,19
"2020-07-09",1793,56,21,12,64,947,101,32,33,8,32,30,42,28,36,16,15,33,11,12,40,39,14,1470,47,21,20,54,10,12,13,43,35,42,13,144,3,21,5,8,11,698,26,15,36,5,57,21,11,12,15,37,21,6,4,15,12,31,11,37,10,0,13,297,18,1,7,173,22,82,11,66,18,15,18,18,23,6,11,20,15,155,15,43,16,128,6,335,30,10,5,22,11,21,0,0,0,11,19,57,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,20,0,4,0,14,12,0,98,11,154,10,12,10,66,15,26,17,27,7,8,21,8,156,8,12,10,8,23,116,6,21,25,41,12,22,37,50,2,24,35,77,34,46,74,29,81,73,24,52,16,5,12,8,21,49,76,78,8,855,115,3,25,47,5,16,13,155,83,2,65,12,21,31,207,12,20,8,95,8,12,9,32,9,22,47,118,36,11,44,23,17,340,13,11,44,14,9,11,15,68,62,106,8,22,3,4,8,5,105,17,23,115,24,32,22,5,14,8,10,9,25,84,28,19,21,15,86,259,61,30,78,12,11,552,17,22,14,6,6,43,38,13,25,2,19,12,66,8,6,9,30,9,469,17,12,6,5,23,3,7,14,23,22,25,8,5,13,42,18,6,6,37,8,29,14,25,8,60,16,13,122,13,112,16,165,21,29,35,25,26,113,7,18,14,6,21,7,8,19,5,18,25,12,9,23,9,115,26,76,66,9,53,7,35,2,33,17,786,20,67,19,24,69,105,13,6,15,7,9,25,6,50,557,6,14,4,23,74,5,7,10,15,13,2,5,12,13,13,31,8,17,7,49,8,12,13,6,12,12,11,8,35,440,6,324,71,6,11,10,22,15,395,14,8,121,42,385,11,13,13,2,25
"2020-07-10",1535,57,13,9,53,616,101,34,15,13,29,25,41,20,27,10,20,30,13,15,28,39,4,1166,34,10,18,19,9,11,7,58,12,19,10,165,8,40,19,15,11,655,16,6,57,1,55,16,6,12,10,19,13,3,5,11,16,15,8,45,12,0,11,508,20,8,9,91,32,104,6,84,25,28,12,7,15,11,11,17,22,138,12,65,13,130,9,519,20,4,19,6,11,13,0,0,0,16,12,63,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,0,5,0,21,4,0,104,3,246,15,15,10,97,9,11,18,8,3,6,7,7,126,11,16,5,5,15,112,11,12,18,51,9,267,49,37,16,51,40,46,21,61,37,33,47,81,23,54,29,3,9,11,20,31,77,51,12,608,120,8,27,49,14,26,14,230,68,5,68,10,16,23,307,10,23,11,40,6,10,10,24,6,8,89,121,20,13,68,30,12,141,30,12,40,13,20,6,20,73,72,45,11,22,13,8,4,7,184,16,10,69,20,25,10,3,24,6,10,10,20,53,21,10,13,15,93,258,49,33,77,8,11,1384,16,17,25,6,28,27,35,16,16,5,25,12,50,2,9,13,29,14,458,18,6,7,4,16,3,18,10,16,27,29,6,17,16,41,22,15,18,84,9,37,13,14,4,38,19,12,68,13,86,7,210,23,20,34,25,36,110,6,23,44,9,24,8,17,8,3,15,23,10,8,18,7,57,23,27,56,11,54,3,38,11,36,26,840,6,60,12,20,60,145,14,5,4,6,13,20,3,36,284,10,19,4,25,62,7,5,5,11,43,2,6,11,7,7,44,12,13,5,48,10,9,21,17,17,9,13,19,175,112,12,278,51,3,11,3,19,8,408,17,14,108,31,376,4,15,11,8,39
"2020-07-11",521,48,8,4,32,172,40,22,10,7,13,9,14,3,14,2,8,11,6,4,8,16,3,499,9,14,6,11,10,5,4,29,10,5,10,26,4,8,0,14,8,206,8,5,33,1,9,8,2,8,6,19,10,2,2,4,5,11,3,24,5,0,4,195,10,3,6,36,13,31,2,15,7,23,9,4,10,3,2,3,4,44,5,34,8,82,4,268,4,5,6,5,2,6,0,0,0,6,8,36,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,15,0,1,0,18,5,0,71,6,110,10,5,2,66,3,6,5,23,1,9,4,1,46,7,6,2,2,13,90,8,11,11,22,9,45,15,20,0,15,20,23,21,39,24,27,23,42,10,27,16,6,6,8,13,9,41,13,5,299,64,7,9,19,12,15,7,95,33,2,28,6,15,5,139,7,9,5,16,1,5,9,20,2,6,82,42,12,5,45,30,8,56,8,4,23,26,12,4,4,25,32,30,9,41,5,3,2,5,66,11,4,24,12,41,6,2,2,3,5,10,6,25,8,4,4,8,42,105,24,31,46,10,6,363,9,9,11,2,6,13,11,11,14,0,10,5,47,2,3,4,17,9,121,8,6,2,3,9,1,6,3,10,16,9,4,4,9,18,12,4,15,77,5,17,16,9,1,36,10,5,34,9,41,5,106,11,38,11,7,16,59,7,11,10,8,10,1,8,4,6,10,3,5,3,6,26,70,5,12,66,8,31,2,8,4,13,14,344,6,59,10,29,25,13,7,7,5,6,4,11,6,11,159,4,12,3,11,25,6,2,3,5,13,0,2,6,12,22,17,13,6,7,15,5,4,11,20,12,5,6,15,86,59,4,42,30,1,9,2,13,1,133,7,7,38,13,187,5,11,6,12,16
"2020-07-12",606,52,9,12,48,223,30,25,8,8,15,19,31,4,17,3,10,9,24,3,17,57,7,575,7,6,8,16,4,7,4,17,5,8,10,42,3,9,9,18,3,218,10,2,21,2,21,4,3,3,6,22,5,3,4,1,8,8,5,26,6,0,4,238,8,3,6,34,11,36,2,27,7,12,1,4,6,9,4,2,11,63,3,45,9,83,5,268,9,2,2,2,18,7,0,0,0,7,1,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,3,0,19,6,0,99,6,122,6,7,11,80,6,4,13,30,6,9,9,6,73,7,6,4,6,4,113,3,7,14,14,9,40,12,14,2,8,12,31,18,36,14,34,16,56,6,38,15,2,7,3,12,21,29,21,9,357,102,4,10,25,13,14,7,90,37,5,28,2,21,4,167,7,8,2,40,3,4,5,23,9,3,94,91,16,7,32,29,8,72,9,3,17,19,5,8,6,45,40,18,1,23,5,5,2,4,67,7,6,44,15,26,0,4,7,2,3,8,4,25,8,4,1,5,37,102,26,26,40,3,6,444,6,5,7,4,3,13,8,4,6,2,4,4,52,5,6,4,19,9,155,12,1,6,3,8,1,10,4,8,18,8,8,4,4,22,6,5,16,77,5,23,8,8,1,27,7,10,46,7,43,1,115,10,25,11,12,13,78,2,3,7,6,10,6,10,2,3,8,7,4,7,13,15,54,10,17,37,5,21,2,11,8,8,20,458,9,42,11,14,43,32,7,10,2,4,2,6,5,27,148,3,5,1,8,22,3,3,5,5,13,2,1,3,8,11,18,15,8,4,15,4,0,6,18,4,3,9,11,19,22,5,140,22,0,7,1,6,3,179,8,4,52,15,206,4,3,7,9,13
"2020-07-13",1801,111,10,24,70,525,88,33,24,10,25,20,81,10,38,10,20,21,249,14,18,149,9,2167,18,16,11,23,18,14,7,37,18,28,21,165,3,16,14,21,12,875,29,4,38,2,34,15,9,19,8,34,8,5,6,19,17,21,13,72,23,0,7,692,9,3,10,100,28,100,4,92,21,17,9,5,8,4,11,35,19,171,31,95,45,193,7,636,20,10,10,13,47,35,0,0,0,16,8,41,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,4,0,20,8,0,143,12,266,8,8,15,228,8,6,17,21,5,17,15,14,173,8,12,5,5,17,208,4,18,21,33,8,45,30,62,7,16,34,53,26,72,50,64,47,177,13,68,35,19,15,15,15,319,58,42,34,810,203,7,20,44,15,18,9,252,75,6,58,4,27,17,319,10,29,7,65,5,11,12,4,6,31,454,514,29,12,56,48,23,155,18,61,56,22,27,7,11,104,58,49,1,37,6,4,4,5,135,9,13,84,27,50,15,6,14,6,9,10,7,34,24,9,5,12,114,276,55,36,87,6,6,1189,5,11,22,7,29,30,17,10,17,4,10,12,117,17,14,6,33,11,424,22,13,8,6,8,3,9,9,13,47,25,10,16,7,42,8,4,17,173,4,107,6,22,3,47,9,8,112,8,91,7,317,27,48,48,10,31,165,6,11,23,10,15,6,15,9,7,15,24,26,14,14,48,70,19,45,77,7,66,4,19,5,32,32,1068,12,81,9,21,69,148,12,4,9,26,8,21,6,35,314,5,20,4,16,129,6,1,9,21,8,7,11,6,4,25,77,18,20,6,31,12,11,6,21,10,14,14,9,46,46,11,394,47,3,16,2,14,12,537,16,36,114,30,424,4,10,20,22,22
"2020-07-14",1351,67,12,17,63,450,117,40,20,20,31,37,67,12,40,19,8,21,86,12,22,123,5,1555,25,15,7,16,25,9,13,50,23,15,30,172,8,27,11,25,16,963,22,10,30,4,44,13,5,21,8,34,14,6,5,25,14,13,5,227,25,0,6,1384,12,14,6,75,19,98,7,75,14,16,8,8,6,19,19,27,14,104,16,64,32,152,8,372,33,9,12,16,35,8,0,0,0,11,14,42,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,11,0,21,9,0,153,7,284,7,34,5,121,7,6,23,11,2,15,38,5,145,8,31,4,4,16,152,3,5,21,40,6,31,47,36,1,25,46,56,31,62,125,38,33,114,21,97,50,22,18,7,26,84,63,26,38,773,108,2,22,72,7,8,13,574,60,9,49,11,16,17,1065,15,24,2,47,19,19,12,49,76,21,80,226,30,27,63,62,23,124,13,42,65,58,18,7,15,57,80,42,6,62,33,2,4,11,149,35,21,74,32,27,5,4,9,3,14,17,16,44,12,9,11,20,125,276,64,15,94,10,12,796,13,15,26,9,34,24,16,15,21,9,16,26,127,8,14,7,36,18,257,18,5,1,13,10,2,7,17,14,28,21,22,2,13,23,25,6,16,75,6,61,11,9,8,56,4,10,48,12,122,10,710,25,61,19,10,46,167,10,7,15,13,30,59,32,7,12,16,30,13,6,30,60,53,24,32,84,8,64,5,16,5,18,25,802,12,58,16,21,88,158,14,6,18,9,14,22,6,30,278,3,21,2,12,116,6,9,4,14,11,3,5,11,13,16,43,18,17,6,37,11,10,21,13,16,11,21,13,34,20,11,361,53,8,46,10,14,14,416,18,15,121,31,446,7,22,10,17,19
"2020-07-15",1174,114,8,10,88,424,58,35,22,13,23,37,37,15,57,15,10,25,38,12,25,102,4,1686,18,18,12,10,7,9,32,43,9,22,13,144,9,22,5,30,9,1085,29,3,15,8,40,15,9,12,20,46,9,16,4,24,17,13,4,134,15,0,7,473,12,5,11,94,28,97,10,72,48,12,9,12,4,23,6,28,22,110,27,120,16,147,8,359,26,13,6,7,16,17,0,0,0,4,16,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,3,0,19,6,0,221,6,927,12,13,13,141,8,7,20,15,6,9,34,3,121,15,41,2,5,4,219,10,7,25,79,21,34,85,30,11,19,20,38,111,68,50,48,40,167,17,79,25,18,15,10,22,32,78,28,15,749,102,4,12,60,10,23,12,362,62,9,58,12,11,26,354,11,26,5,36,13,12,6,18,78,12,70,220,22,12,45,83,26,100,10,10,63,63,16,16,16,37,70,44,18,107,38,7,7,9,334,22,11,121,55,46,5,11,8,11,15,10,12,39,22,8,13,20,189,229,65,13,103,8,15,687,12,15,46,4,8,30,23,15,24,4,18,19,251,4,18,3,30,12,379,30,51,22,8,15,2,11,9,11,19,13,23,3,14,9,24,3,16,121,7,46,25,15,10,40,10,22,82,11,89,5,405,19,132,37,4,33,152,16,3,15,4,25,12,17,11,14,10,27,16,4,15,39,63,17,49,63,10,81,3,62,7,15,24,742,16,53,17,37,80,138,15,4,9,3,9,32,5,24,1224,7,9,6,13,123,6,4,13,16,26,7,11,14,5,29,53,24,14,7,56,8,19,22,9,11,11,7,19,104,13,12,354,57,22,27,2,16,25,311,14,19,109,34,351,5,18,27,10,28
